,ligand,receptor,pathway,ligand_annotation,TF
PDGFA|PDGFRA,PDGFA,PDGFRA,PDGF,Secreted,"NR4A1, FOXO3, TCF7L2, CREB5, BRCA1, THRA, TCF7L1, CREB3L1, ATF6B, STAT3, CREB3L4, ELK1, FOXO1, JUN, SP1, CREBBP, RUNX3, RXRA, STAT2, EP300, AR, RELA, FOS, STAT1, TRAF6, ESR1, STAT5A, HIF1A, ETS1, CREB3L3, TP53, NFKB1, ATF4, IRF9, CTNNB1, NFKB2, STAT5B, CREB3L2, TCF7, PPARG, MYC, RBL2, STAT6, NFKBIA, ATF2, CREB3, STAT4, IKBKB, MYB, LEF1, GTF2I, CREB1, MDM2"
PDGFA|PDGFRB,PDGFA,PDGFRB,PDGF,Secreted,"NR4A1, FOXO3, TCF7L2, CREB5, BRCA1, TP73, THRA, TCF7L1, CREB3L1, ATF6B, CREB3L4, STAT3, ELK1, FOXO1, JUN, SP1, CREBBP, RUNX3, RXRA, STAT2, EP300, AR, RELA, FOS, STAT1, TRAF6, ESR1, STAT5A, HIF1A, CREB3L3, ETS1, TP53, NFKB1, ATF4, IRF9, NFE2L2, CTNNB1, NFKB2, KLF5, STAT5B, CREB3L2, TCF7, PPARG, HOXA10, MYC, RBL2, STAT6, NFKBIA, ATF2, CREB3, STAT4, IKBKB, MYB, LEF1, GTF2I, CREB1, MDM2"
PDGFB|PDGFRA,PDGFB,PDGFRA,PDGF,Secreted,"NR4A1, FOXO3, TCF7L2, CREB5, BRCA1, THRA, TCF7L1, CREB3L1, ATF6B, STAT3, CREB3L4, ELK1, FOXO1, JUN, SP1, CREBBP, RUNX3, RXRA, STAT2, EP300, AR, RELA, FOS, STAT1, TRAF6, ESR1, STAT5A, HIF1A, ETS1, CREB3L3, TP53, NFKB1, ATF4, IRF9, CTNNB1, NFKB2, STAT5B, CREB3L2, TCF7, PPARG, MYC, RBL2, STAT6, NFKBIA, ATF2, CREB3, STAT4, IKBKB, MYB, LEF1, GTF2I, CREB1, MDM2"
PDGFB|PDGFRB,PDGFB,PDGFRB,PDGF,Secreted,"NR4A1, FOXO3, TCF7L2, CREB5, BRCA1, TP73, THRA, TCF7L1, CREB3L1, ATF6B, CREB3L4, STAT3, ELK1, FOXO1, JUN, SP1, CREBBP, RUNX3, RXRA, STAT2, EP300, AR, RELA, FOS, STAT1, TRAF6, ESR1, STAT5A, HIF1A, CREB3L3, ETS1, TP53, NFKB1, ATF4, IRF9, NFE2L2, CTNNB1, NFKB2, KLF5, STAT5B, CREB3L2, TCF7, PPARG, HOXA10, MYC, RBL2, STAT6, NFKBIA, ATF2, CREB3, STAT4, IKBKB, MYB, LEF1, GTF2I, CREB1, MDM2"
PDGFC|PDGFRA,PDGFC,PDGFRA,PDGF,Secreted,"NR4A1, FOXO3, TCF7L2, CREB5, BRCA1, THRA, TCF7L1, CREB3L1, ATF6B, STAT3, CREB3L4, ELK1, FOXO1, JUN, SP1, CREBBP, RUNX3, RXRA, STAT2, EP300, AR, RELA, FOS, STAT1, TRAF6, ESR1, STAT5A, HIF1A, ETS1, CREB3L3, TP53, NFKB1, ATF4, IRF9, CTNNB1, NFKB2, STAT5B, CREB3L2, TCF7, PPARG, MYC, RBL2, STAT6, NFKBIA, ATF2, CREB3, STAT4, IKBKB, MYB, LEF1, GTF2I, CREB1, MDM2"
PDGFD|PDGFRB,PDGFD,PDGFRB,PDGF,Secreted,"NR4A1, FOXO3, TCF7L2, CREB5, BRCA1, TP73, THRA, TCF7L1, CREB3L1, ATF6B, CREB3L4, STAT3, ELK1, FOXO1, JUN, SP1, CREBBP, RUNX3, RXRA, STAT2, EP300, AR, RELA, FOS, STAT1, TRAF6, ESR1, STAT5A, HIF1A, CREB3L3, ETS1, TP53, NFKB1, ATF4, IRF9, NFE2L2, CTNNB1, NFKB2, KLF5, STAT5B, CREB3L2, TCF7, PPARG, HOXA10, MYC, RBL2, STAT6, NFKBIA, ATF2, CREB3, STAT4, IKBKB, MYB, LEF1, GTF2I, CREB1, MDM2"
PDCD1LG2|PDCD1,PDCD1LG2,PDCD1,PDL2,unSecreted,
PDPN|CLEC1B,PDPN,CLEC1B,PDPN,unSecreted,
PECAM1|PECAM1,PECAM1,PECAM1,PECAM1,unSecreted,"THRA, NFKB1, RELA"
PENK|MRGPRX4,PENK,MRGPRX4,PENK,Secreted,
PENK|MRGPRX1,PENK,MRGPRX1,PENK,Secreted,"STAT3, PPARG, SMAD3, RXRA, AR, STAT1, STAT5B, GTF2I, JUN, ESR1, FOS, STAT5A, MYC"
PENK|OGFR,PENK,OGFR,PENK,Secreted,
POSTN|COMPLEX:ITGAV_ITGB3,POSTN,COMPLEX:ITGAV_ITGB3,PERIOSTIN,Secreted,"NFKB1, RUNX3, RXRA, AR, ESR1, STAT1, FOS, STAT3, RELA, GTF2I, STAT5A, HIF1A, STAT5B, PPARG"
POSTN|COMPLEX:ITGAV_ITGB5,POSTN,COMPLEX:ITGAV_ITGB5,PERIOSTIN,Secreted,"NFKB1, SP1, RUNX3, RXRA, AR, ESR1, STAT1, FOS, STAT3, RELA, GTF2I, STAT5A, HIF1A, STAT5B, PPARG, JUN"
PF4|LDLR,PF4,LDLR,PF4,Secreted,
PF4|THBD,PF4,THBD,PF4,Secreted,
PF4|FGFR2,PF4,FGFR2,PF4,Secreted,"NR4A1, FOXO3, TCF7L2, CREB5, BRCA1, THRA, TCF7L1, CREB3L1, ATF6B, CREB3L4, STAT3, FOXO1, JUN, SP1, RUNX3, RXRA, STAT2, RELA, FOS, TRAF6, STAT1, STAT5A, HIF1A, CREB3L3, ETS1, TP53, NFKB1, ATF4, IRF9, CTNNB1, NFKB2, STAT5B, CREB3L2, TCF7, MYC, RBL2, STAT6, NFKBIA, E2F1, ATF2, CREB3, STAT4, IKBKB, MYB, LEF1, CREB1, MDM2"
PF4|SDC2,PF4,SDC2,PF4,Secreted,"NFATC1, AR, ESR1, NFATC3, NFATC2, CREB1"
PF4|PROCR,PF4,PROCR,PF4,Secreted,
PGF|COMPLEX:FLT1_KDR,PGF,COMPLEX:FLT1_KDR,PGF,Secreted,"NR4A1, FOXO3, MEF2B, BRCA1, CREB5, THRA, ESR2, CEBPB, CREB3L1, ATF6B, CREB3L4, STAT3, JUND, ELK1, FOXO1, AHCTF1, JUN, MEF2A, SP1, FOXO4, MLXIPL, TCF3, RXRA, STAT2, FOSB, AR, FOSL1, RELA, STAT1, FOS, ESR1, STAT5A, CREB3L3, MEF2C, JUNB, TP53, NFKB1, NFATC3, ATF4, IRF9, CTNNB1, STAT5B, CREB3L2, MYC, SMAD3, RBL2, STAT6, NFATC1, ATF2, CREB3, STAT4, IKBKB, MYB, FOSL2, FOXO6, NFATC2, CREB1, MDM2, MEF2D"
PGF|NRP1,PGF,NRP1,PGF,Secreted,"HIF1A, TP53, FOXO3, JUN"
PGF|NRP2,PGF,NRP2,PGF,Secreted,
PIP|CD4,PIP,CD4,PIP,Secreted,"RELB, HIVEP3, NFATC1, NFKB1, RXRA, ESR1, STAT1, RELA, FOS, REL, NFATC3, NFATC2, STAT5A, NFKB2, NR1H3, JUN"
PLAUR|LRP1B,PLAUR,LRP1B,PLAUR,unSecreted,
PMCH|MERTK,PMCH,MERTK,PMCH,Secreted,"MAFA, GABPA, STAT3, HSF1, HIF1A, IRX2, TP53, RARA, PPARG, ATF2, SREBF1, ELK1, GATA2, JUND, RXRA, AR, FOSL1, STAT1, SREBF2, GATA4, STAT5B, IKZF1, GTF2I, MEF2B, NR5A1, SP1, SP3, NR4A2, NFATC4, ESR2, JUN, GATA1, ESR1, RELA, FOS, STAT5A, ETS1, TWIST1, MYC, E2F1, PPARA"
PMCH|MCHR2,PMCH,MCHR2,PMCH,Secreted,"STAT3, PPARG, SMAD3, RXRA, AR, STAT1, STAT5B, GTF2I, JUN, ESR1, FOS, STAT5A, MYC"
PMCH|MCHR1,PMCH,MCHR1,PMCH,Secreted,"STAT3, PPARG, SMAD3, RXRA, AR, STAT1, STAT5B, GTF2I, JUN, ESR1, FOS, STAT5A, MYC"
PNOC|OPRL1,PNOC,OPRL1,PNOC,Secreted,"STAT3, TP53, PPARG, SMAD3, RXRA, AR, STAT1, STAT5B, GTF2I, JUN, ESR1, FOS, STAT5A"
PON2|HTR2A,PON2,HTR2A,PON2,Secreted,"STAT3, TP53, PPARG, RXRA, AR, STAT1, STAT5B, GTF2I, JUN, ESR1, FOS, STAT5A"
PRL|PRLR,PRL,PRLR,PRL,Secreted,"MYC, STAT6, FOXO3, IRF1, STAT2, ESR2, ESR1, STAT1, STAT4, STAT3, FOS, DBP, ELF5, GTF2I, IRF9, STAT5A, ATOH1, STAT5B"
PRLH|PRLHR,PRLH,PRLHR,PRLH,Secreted,"STAT3, PPARG, SMAD3, RXRA, AR, STAT1, STAT5B, GTF2I, JUN, ESR1, FOS, STAT5A"
PROCR|F2R,PROCR,F2R,PROCR,unSecreted,"STAT3, PPARG, SMAD3, RXRA, AR, STAT1, STAT5B, GTF2I, JUN, ESR1, FOS, STAT5A"
PROK1|PROKR2,PROK1,PROKR2,PROK,Secreted,
PROK1|PROKR1,PROK1,PROKR1,PROK,Secreted,
PROK2|PROKR1,PROK2,PROKR1,PROK,Secreted,
PROK2|PROKR2,PROK2,PROKR2,PROK,Secreted,
PROS1|AXL,PROS1,AXL,PROS,Secreted,"STAT6, SP1, FOXO3, STAT2, STAT1, STAT4, STAT3, FOS, IRF9, STAT5A, STAT5B, JUN"
PROS1|TYRO3,PROS1,TYRO3,PROS,Secreted,"STAT3, THRA, DNMT1, YBX1, FOXA2, CREB1, POU5F1, NRF1, SP7, GATA1, ESR1, TWIST1, DLX5"
PSAP|GPR37L1,PSAP,GPR37L1,PSAP,Secreted,
PSAP|GPR37,PSAP,GPR37,PSAP,Secreted,
PTH|LRP6,PTH,LRP6,PTH,Secreted,"MYC, SMAD3, HSF1, MLXIPL, TCF7L2, ARNTL, FOSL1, TCF7L1, GLI3, CLOCK, LEF1, GLI2, FOXM1, CTNNB1, PPARD, TBP, TCF7, JUN"
PTHLH|PTH2R,PTHLH,PTH2R,PTH,Secreted,
PTH|PTH1R,PTH,PTH1R,PTH,Secreted,"CREB5, CREB3L1, ATF6B, CREB3L4, GLI3, MEF2A, FOS, CREB3L3, MEF2C, ATF4, GLI2, CREB3L2, NR4A2, GLI1, ATF2, CREB3, RUNX2, CREB1, MEF2D"
PTH|PTH2R,PTH,PTH2R,PTH,Secreted,
PTH2|PTH1R,PTH2,PTH1R,PTH,Secreted,"CREB5, CREB3L1, ATF6B, CREB3L4, GLI3, MEF2A, FOS, CREB3L3, MEF2C, ATF4, GLI2, CREB3L2, NR4A2, GLI1, ATF2, CREB3, RUNX2, CREB1, MEF2D"
PTH2|PTH2R,PTH2,PTH2R,PTH,Secreted,
PTHLH|PTH1R,PTHLH,PTH1R,PTH,Secreted,"CREB5, CREB3L1, ATF6B, CREB3L4, GLI3, MEF2A, FOS, CREB3L3, MEF2C, ATF4, GLI2, CREB3L2, NR4A2, GLI1, ATF2, CREB3, RUNX2, CREB1, MEF2D"
PTN|PLXNB2,PTN,PLXNB2,PTN,Secreted,
PTN|PTPRB,PTN,PTPRB,PTN,Secreted,"GABPA, NFATC4, CEBPB, SREBF1, JUND, ELK1, MAZ, JUN, GATA1, SP1, ELK4, SP3, ESR1, FOS, STAT5A, HIF1A, IRX2, ETS1, SREBF2, TP53, TWIST1, GATA4, MYC, E2F1, ATF2, ELK3, RUNX2, PPARA, GTF2I, RARG"
PTN|PTPRS,PTN,PTPRS,PTN,Secreted,
PTN|CDH10,PTN,CDH10,PTN,Secreted,"NR4A1, MYOD1, NR4A2, FOXO4, FOXO3, KLF4, TCF7L2, NR4A3, PITX2, POU5F1, TCF4, HNF1A, FOXO1, TCF7"
PTN|PTPRZ1,PTN,PTPRZ1,PTN,Secreted,
PTN|SDC1,PTN,SDC1,PTN,Secreted,"NR4A1, CREB5, ESR2, CEBPB, CREB3L1, ATF6B, ETS2, ERF, CREB3L4, ELK1, JUN, HSF1, SP1, AR, ESR1, STAT1, RELA, FOS, HIF1A, ETS1, TP53, NFKB1, MITF, NFATC3, ATF4, CREB3L2, EGR1, SMAD3, MYC, NFATC1, ATF2, CREB3, RUNX2, NFATC2, CREB1, THRB"
PTN|SDC2,PTN,SDC2,PTN,Secreted,"NFATC1, AR, ESR1, NFATC3, NFATC2, CREB1"
PTN|SDC3,PTN,SDC3,PTN,Secreted,"PAX8, SOX2, HES5, RBPJ, SMAD1, LEF1, HES1, HIF1A, MEF2C"
PTN|SDC4,PTN,SDC4,PTN,Secreted,"PAX8, CREB5, CREB3L1, ATF6B, STAT3, CREB3L4, ELK1, JUN, AR, ESR1, FOS, NFATC3, ATF4, CREB3L2, SMAD3, NFATC1, ATF2, CREB3, NFATC2, CREB1"
PTN|COMPLEX:ITGAV_ITGB3,PTN,COMPLEX:ITGAV_ITGB3,PTN,Secreted,"NFKB1, RUNX3, RXRA, AR, ESR1, STAT1, FOS, STAT3, RELA, GTF2I, STAT5A, HIF1A, STAT5B, PPARG"
PTN|NCL,PTN,NCL,PTN,Secreted,
PTN|ALK,PTN,ALK,PTN,Secreted,"THRA, PRDM1, STAT3, DNMT1, SPI1, RUNX3, STAT2, RELA, STAT1, STAT5A, HIF1A, JUNB, KLF4, TP53, IRF9, STAT5B, EGR1, HOXA10, STAT6, STAT4"
PTPRB|TEK,PTPRB,TEK,PTPR,unSecreted,"NR4A1, FOXO3, BRCA1, CREB5, CREB3L1, ATF6B, CREB3L4, RUNX3, RXRA, RELA, HIF1A, CREB3L3, TP53, NFKB1, ATF4, CREB3L2, MYC, RBL2, ATF2, CREB3, IKBKB, MYB, CREB1, MDM2"
PTPRG|ERBB2,PTPRG,ERBB2,PTPR,unSecreted,"NR4A1, FOXO3, TCF7L2, BRCA1, THRA, ATF6B, STAT3, PITX2, ERF, FOXO1, HSF1, RUNX3, EP300, HIF1A, TP53, RARA, CREB3L2, PPARG, SMAD3, ATF2, STAT4, CREB1, MDM2, HNF1A, ELK1, CREBBP, RXRA, AR, STAT1, MITF, GATA4, STAT5B, TCF7, RBL2, MYOD1, IKBKB, LEF1, NFATC2, CREB5, CEBPB, TCF7L1, ETS2, POU5F1, SNAI1, SP1, XBP1, ATF4, IRF9, CTNNB1, EGR1, STAT6, NR4A2, NFATC1, NFKBIA, RUNX2, GATA3, PGR, ESR2, CREB3L1, CREB3L4, TCF4, JUN, FOXO4, NR4A3, STAT2, ESR1, RELA, FOS, STAT5A, CREB3L3, ETS1, KLF4, NFKB1, ELF3, NFATC3, MYC, E2F1, CREB3, MYB, THRB"
PTPRG|INSR,PTPRG,INSR,PTPR,unSecreted,"NR4A1, FOXO3, BRCA1, CREB5, THRA, CREB3L1, ATF6B, CREB3L4, SREBF1, STAT3, ELK1, FOXO1, MLX, FOXO4, MLXIPL, RXRA, RELA, GTF2IRD1, FOS, NR1H2, STAT5A, PPARGC1A, CREB3L3, TP53, NFKB1, NKX3-1, ATF4, NR1H4, NFE2L2, CREB3L2, HOXA10, PPARG, NR1H3, MYC, RBL2, EHMT2, MLXIP, ATF2, CREB3, IKBKB, MYB, FOXO6, GTF2I, CREB1, MDM2"
PTPRG|PDGFRA,PTPRG,PDGFRA,PTPR,unSecreted,"NR4A1, FOXO3, TCF7L2, CREB5, BRCA1, THRA, TCF7L1, CREB3L1, ATF6B, STAT3, CREB3L4, ELK1, FOXO1, JUN, SP1, CREBBP, RUNX3, RXRA, STAT2, EP300, AR, RELA, FOS, STAT1, TRAF6, ESR1, STAT5A, HIF1A, ETS1, CREB3L3, TP53, NFKB1, ATF4, IRF9, CTNNB1, NFKB2, STAT5B, CREB3L2, TCF7, PPARG, MYC, RBL2, STAT6, NFKBIA, ATF2, CREB3, STAT4, IKBKB, MYB, LEF1, GTF2I, CREB1, MDM2"
PTPRJ|EGFR,PTPRJ,EGFR,PTPR,unSecreted,"NR4A1, FOXO3, BRCA1, TCF7L2, TP73, THRA, IRF1, ATF6B, STAT3, ERF, DNMT1, FOXO1, HSF1, RUNX3, EP300, TRAF6, ABL1, HIF1A, TP53, RARA, CREB3L2, PPARG, SMAD3, NFKBIB, ATF2, STAT4, HIC1, CREB1, MDM2, IRF3, MED1, ELK1, CREBBP, RXRA, AR, STAT1, DBP, MITF, NFKB2, STAT5B, TCF7, RBL2, RORA, IKBKB, LEF1, FOXO6, NFATC2, ARNT, CREB5, PRDM1, CEBPB, TCF7L1, ETS2, SPI1, NCOA3, SP1, XBP1, JUNB, TFCP2, ATF4, IRF9, CTNNB1, EGR1, STAT6, NFATC1, NFKBIA, RUNX2, GATA3, PGR, ESR2, CREB3L1, CREB3L4, SRF, JUN, FOXO4, STAT2, ESR1, RELA, FOS, STAT5A, CREB3L3, ETS1, KLF4, NFKB1, USF1, NFATC3, MYC, E2F1, CREB3, MYB, THRB"
PTPRO|EPHA4,PTPRO,EPHA4,PTPR,unSecreted,"TP53, NFAT5, AR, STAT3, CLOCK, ABL1, RUNX2, DNMT1, STAT5A, STAT5B"
PTPRS|EGFR,PTPRS,EGFR,PTPR,unSecreted,"NR4A1, FOXO3, BRCA1, TCF7L2, TP73, THRA, IRF1, ATF6B, STAT3, ERF, DNMT1, FOXO1, HSF1, RUNX3, EP300, TRAF6, ABL1, HIF1A, TP53, RARA, CREB3L2, PPARG, SMAD3, NFKBIB, ATF2, STAT4, HIC1, CREB1, MDM2, IRF3, MED1, ELK1, CREBBP, RXRA, AR, STAT1, DBP, MITF, NFKB2, STAT5B, TCF7, RBL2, RORA, IKBKB, LEF1, FOXO6, NFATC2, ARNT, CREB5, PRDM1, CEBPB, TCF7L1, ETS2, SPI1, NCOA3, SP1, XBP1, JUNB, TFCP2, ATF4, IRF9, CTNNB1, EGR1, STAT6, NFATC1, NFKBIA, RUNX2, GATA3, PGR, ESR2, CREB3L1, CREB3L4, SRF, JUN, FOXO4, STAT2, ESR1, RELA, FOS, STAT5A, CREB3L3, ETS1, KLF4, NFKB1, USF1, NFATC3, MYC, E2F1, CREB3, MYB, THRB"
PTPRS|NTRK3,PTPRS,NTRK3,PTPR,unSecreted,"NFKB1, FOXO3, RUNX3, NFKBIB, NFKBIA, RELA, ATF4, ABL1, HIF1A"
PTPRM|PTPRM,PTPRM,PTPRM,PTPRM,unSecreted,MYC
PVR|CD226,PVR,CD226,PVR,unSecreted,
PVR|TIGIT,PVR,TIGIT,PVR,unSecreted,
QRFP|P2RY14,QRFP,P2RY14,QRFP,unSecreted,"STAT3, PPARG, SMAD3, RXRA, AR, STAT1, STAT5B, GTF2I, JUN, ESR1, FOS, STAT5A"
QRFP|QRFPR,QRFP,QRFPR,QRFP,Secreted,
TNFSF11|TNFRSF11B,TNFSF11,TNFRSF11B,RANKL,Secreted,
TNFSF11|TNFRSF11A,TNFSF11,TNFRSF11A,RANKL,Secreted,"RELB, NFATC1, NFKB1, RELA, FOS, TRAF6, CREB1, NFKB2, IRF5"
RBP3|NOTCH1,RBP3,NOTCH1,RBP3,Secreted,"PAX8, SOX2, JUN, AR, RELA, RBPJL, NANOG, HIF1A, ATOH1, MEF2C, HEY2, TP53, GBX2, HEY1, SNW1, MITF, RBPJ, HES1, NFKB2, DLX5, IRF7, MYC, PAX2, MYOD1, HES5, SMAD1, SOX9, LEF1, HEYL, RUNX2, GATA3, SMAD4, WT1, PAX7, PBX1"
RELN|VLDLR,RELN,VLDLR,RELN,unSecreted,
RELN|LRP8,RELN,LRP8,RELN,unSecreted,
RELN|COMPLEX:ITGA3_ITGB1,RELN,COMPLEX:ITGA3_ITGB1,RELN,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
RETN|TLR4,RETN,TLR4,RESISTIN,Secreted,"NR4A1, NR3C1, FOXO3, MEF2B, THRA, SP7, CREB5, ESR2, CEBPB, VDR, CREB3L1, ATF6B, STAT3, DDIT3, ETS2, ERF, CREB3L4, GATA2, ELK1, JUN, HSF1, MEF2A, SP1, ELK4, TCF3, AR, ESR1, STAT1, TRAF6, RELA, FOS, HIF1A, ETS1, MEF2C, JUNB, TP53, USF1, NFKB1, MITF, NFATC3, ATF4, TWIST1, ATF6, RARA, DLX5, CREB3L2, EGR1, SMAD3, MYC, NFATC1, HBP1, ATF2, CREB3, STAT4, ELK3, RUNX2, NFATC2, CREB1, MEF2D, THRB"
RETN|CAP1,RETN,CAP1,RESISTIN,Secreted,
RET|GFRA1,RET,GFRA1,RET,unSecreted,"HIF1A, RUNX3"
RET|GFRA4,RET,GFRA4,RET,unSecreted,"HIF1A, RUNX3"
RLN2|RXFP2,RLN2,RXFP2,RLN,Secreted,
RLN2|RXFP1,RLN2,RXFP1,RLN,Secreted,"NFKB1, CREB5, NFKBIA, ATF2, RELA, ATF6B, ATF4, CREB3, CREB3L1, CREB3L4, CREB1, CREB3L3, SMAD2, CREB3L2"
RLN2|RXFP3,RLN2,RXFP3,RLN,Secreted,"NFKB1, NFKBIA, RELA, FOS, STAT5A, HIF1A, STAT5B, JUN"
INSL3|RXFP2,INSL3,RXFP2,RLN,Secreted,
INSL3|RXFP1,INSL3,RXFP1,RLN,Secreted,"NFKB1, CREB5, NFKBIA, ATF2, RELA, ATF6B, ATF4, CREB3, CREB3L1, CREB3L4, CREB1, CREB3L3, SMAD2, CREB3L2"
INSL3|RXFP4,INSL3,RXFP4,RLN,Secreted,
INSL3|RXFP3,INSL3,RXFP3,RLN,Secreted,"NFKB1, NFKBIA, RELA, FOS, STAT5A, HIF1A, STAT5B, JUN"
INSL5|RXFP4,INSL5,RXFP4,RLN,Secreted,
INSL5|RXFP3,INSL5,RXFP3,RLN,Secreted,"NFKB1, NFKBIA, RELA, FOS, STAT5A, HIF1A, STAT5B, JUN"
INSL5|RXFP2,INSL5,RXFP2,RLN,Secreted,
INSL5|RXFP1,INSL5,RXFP1,RLN,Secreted,"NFKB1, CREB5, NFKBIA, ATF2, RELA, ATF6B, ATF4, CREB3, CREB3L1, CREB3L4, CREB1, CREB3L3, SMAD2, CREB3L2"
RLN1|RXFP2,RLN1,RXFP2,RLN,Secreted,
RLN1|RXFP1,RLN1,RXFP1,RLN,Secreted,"NFKB1, CREB5, NFKBIA, ATF2, RELA, ATF6B, ATF4, CREB3, CREB3L1, CREB3L4, CREB1, CREB3L3, SMAD2, CREB3L2"
RLN1|RXFP3,RLN1,RXFP3,RLN,Secreted,"NFKB1, NFKBIA, RELA, FOS, STAT5A, HIF1A, STAT5B, JUN"
RLN1|RXFP4,RLN1,RXFP4,RLN,Secreted,
RLN3|RXFP3,RLN3,RXFP3,RLN,Secreted,"NFKB1, NFKBIA, RELA, FOS, STAT5A, HIF1A, STAT5B, JUN"
RLN3|RXFP1,RLN3,RXFP1,RLN,Secreted,"NFKB1, CREB5, NFKBIA, ATF2, RELA, ATF6B, ATF4, CREB3, CREB3L1, CREB3L4, CREB1, CREB3L3, SMAD2, CREB3L2"
RLN3|RXFP4,RLN3,RXFP4,RLN,Secreted,
RLN3|RXFP2,RLN3,RXFP2,RLN,Secreted,
ROR2|BMPR1B,ROR2,BMPR1B,ROR2,unSecreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, SMAD5"
ROR2|FZD5,ROR2,FZD5,ROR2,unSecreted,"MYC, ESRRB, SMAD3, NFATC1, TCF7L2, TCF3, MITF, NFATC4, FOSL1, TCF7L1, NFATC3, LEF1, NFATC2, CTNNB1, PPARD, TCF7, JUN"
ROR2|FZD2,ROR2,FZD2,ROR2,unSecreted,"TCF7L2, NFATC4, TCF7L1, GLI3, CLOCK, JUN, HSF1, MLXIPL, TCF3, FOSL1, FOXM1, PPARD, MITF, NFATC3, GLI2, CTNNB1, TBP, TCF7, MYC, ESRRB, SMAD3, NFATC1, ARNTL, LEF1, NFATC2"
RSPO1|LGR5,RSPO1,LGR5,RSPO,Secreted,
RSPO1|LRP6,RSPO1,LRP6,RSPO,Secreted,"MYC, SMAD3, HSF1, MLXIPL, TCF7L2, ARNTL, FOSL1, TCF7L1, GLI3, CLOCK, LEF1, GLI2, FOXM1, CTNNB1, PPARD, TBP, TCF7, JUN"
RSPO1|LGR4,RSPO1,LGR4,RSPO,Secreted,
RSPO1|FZD8,RSPO1,FZD8,RSPO,Secreted,"MYC, ESRRB, NFATC1, TCF7L2, TCF3, MITF, NFATC4, FOSL1, TCF7L1, NFATC3, LEF1, NFATC2, CTNNB1, PPARD, TCF7, JUN"
RSPO1|LGR6,RSPO1,LGR6,RSPO,Secreted,
RSPO2|LGR5,RSPO2,LGR5,RSPO,Secreted,
RSPO2|RNF43,RSPO2,RNF43,RSPO,Secreted,"MYC, TCF7L2, FOSL1, TCF7L1, LEF1, CTNNB1, PPARD, TCF7, JUN"
RSPO2|LGR4,RSPO2,LGR4,RSPO,Secreted,
RSPO2|LGR6,RSPO2,LGR6,RSPO,Secreted,
RSPO3|LGR5,RSPO3,LGR5,RSPO,Secreted,
RSPO3|LRP6,RSPO3,LRP6,RSPO,Secreted,"MYC, SMAD3, HSF1, MLXIPL, TCF7L2, ARNTL, FOSL1, TCF7L1, GLI3, CLOCK, LEF1, GLI2, FOXM1, CTNNB1, PPARD, TBP, TCF7, JUN"
RSPO3|SDC4,RSPO3,SDC4,RSPO,Secreted,"PAX8, CREB5, CREB3L1, ATF6B, STAT3, CREB3L4, ELK1, JUN, AR, ESR1, FOS, NFATC3, ATF4, CREB3L2, SMAD3, NFATC1, ATF2, CREB3, NFATC2, CREB1"
RSPO3|RNF43,RSPO3,RNF43,RSPO,Secreted,"MYC, TCF7L2, FOSL1, TCF7L1, LEF1, CTNNB1, PPARD, TCF7, JUN"
RSPO3|LGR4,RSPO3,LGR4,RSPO,Secreted,
RSPO3|FZD8,RSPO3,FZD8,RSPO,Secreted,"MYC, ESRRB, NFATC1, TCF7L2, TCF3, MITF, NFATC4, FOSL1, TCF7L1, NFATC3, LEF1, NFATC2, CTNNB1, PPARD, TCF7, JUN"
RSPO3|LGR6,RSPO3,LGR6,RSPO,Secreted,
RSPO4|COMPLEX:LGR5_LRP5,RSPO4,COMPLEX:LGR5_LRP5,RSPO,Secreted,"MYC, SMAD3, HSF1, MLXIPL, TCF7L2, ARNTL, FOSL1, TCF7L1, GLI3, CLOCK, LEF1, GLI2, FOXM1, CTNNB1, PPARD, TBP, TCF7, JUN"
RSPO4|LGR4,RSPO4,LGR4,RSPO,Secreted,
RSPO4|LGR6,RSPO4,LGR6,RSPO,Secreted,
